id,study_title,study_link,resultIA_no_fine_tunning,resultIA_fine_tunning,study_type,study_year,cannabinoids,organ_systems,study_conditions
20211299,Assessment of antiviral potencies of cannabinoids against SARS-CoV-2 using computational and in vitro approaches,https://pubmed.ncbi.nlm.nih.gov/33290767/,Positive,,Laboratory Study,2021,,Respiratory System,COVID-19
20211300,Cannabinoids in dermatologic surgery,https://pubmed.ncbi.nlm.nih.gov/33422628/,Positive,,Meta-analysis,2021,,,Inflammation; Pain; Pain - Acute; Wound Healing
20211301,Role of cannabinoids in alcohol-induced neuroinflammation,https://pubmed.ncbi.nlm.nih.gov/32758518/,Positive,,Meta-analysis,2021,Endocannabinoid (unspecified),Mental/Emotional System; Nervous System,Addiction - Alcohol; Addiction; Inflammation
2020385,Plant-derived natural therapeutics targeting cannabinoid receptors in metabolic syndrome and its complications: A review,https://pubmed.ncbi.nlm.nih.gov/33113429/,Positive,,Meta-analysis,2020,,Endocrine System,Metabolic Syndrome; Diabetes; Fibrosis - Liver (Cirrhosis); Fibrosis; Oxidative Stress
2019161,"Cannabidiol, cannabinol and their combinations act as peripheral analgesics in a rat model of myofascial pain",https://pubmed.ncbi.nlm.nih.gov/31158702/,Positive,,Animal Study,2019,Cannabinol (CBN),Muscular System,Temporomandibular Disorders; Dystonia; Fibromyalgia
2020386,In vitro and in vivo pharmacological activity of minor cannabinoids isolated from Cannabis sativa,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7684313/,Inconclusive,,Laboratory Study,2020,Cannabichromene (CBC); Cannabichromenic Acid (CBC-a); Cannabidiolic Acid (CBD-a); Cannabigerol (CBG); Tetrahydrocannabivarin (THCV); Tetrahydrocannabinolic Acid (THC-a),,
20211302,Cannabis-Derived Compounds Cannabichromene and Δ9-Tetrahydrocannabinol Interact and Exhibit Cytotoxic Activity against Urothelial Cell Carcinoma Correlated with Inhibition of Cell Migration and Cytoskeleton Organization,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7830447/,Positive,,Laboratory Study,2021,Cannabichromene (CBC); Tetrahydrocannabinol (THC),Nervous System; Urinary System,Cancer - Bladder; Cancer
20211303,"Cannabichromene, Related Phytocannabinoids, and 5-Fluoro-cannabichromene Have Anticonvulsant Properties in a Mouse Model of Dravet Syndrome",https://pubmed.ncbi.nlm.nih.gov/33395525/,Positive,,Animal Study,2021,Cannabichromene (CBC); Cannabichromenic Acid (CBC-a),Nervous System,Epilepsy - Dravet Syndrome; Epilepsy
2020387,Rapid Antibacterial Activity of Cannabichromenic Acid against Methicillin-Resistant Staphylococcus aureus,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7460474/,Positive,,Laboratory Study,2020,Cannabichromenic Acid (CBC-a),Immune System,Bacterial Infections; Staph Infection
20211304,Neuroprotection with the cannabigerol quinone derivative VCE-003.2 and its analogs CBGA-Q and CBGA-Q-Salt in Parkinson's disease using 6-hydroxydopamine-lesioned mice,https://pubmed.ncbi.nlm.nih.gov/33338634/,Positive,,Animal Study,2021,Cannabigerol (CBG),Nervous System,Parkinson's Disease
20211305,"A Comparative In Vitro Study of the Neuroprotective Effect Induced by Cannabidiol, Cannabigerol, and Their Respective Acid Forms: Relevance of the 5-HT 1A Receptors",https://pubmed.ncbi.nlm.nih.gov/32886342/,Positive,,Laboratory Study,2021,Cannabigerol (CBG),,Neurodegenerative Issues; Oxidative Stress
2020388,A systematic review of minor phytocannabinoids with promising neuroprotective potential,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7484504/,Positive,,Meta-analysis,2020,Cannabichromene (CBC); Cannabigerol (CBG); Tetrahydrocannabinol (THC),,Alzheimer's Disease; Epilepsy; Huntington's Disease; Neurodegenerative Issues; Parkinson's Disease
2019162,Pharmacokinetics of Phytocannabinoid Acids and Anticonvulsant Effect of Cannabidiolic Acid in a Mouse Model of Dravet Syndrome,https://pubmed.ncbi.nlm.nih.gov/31686510/,Positive,,Animal Study,2019,Cannabidiolic Acid (CBD-a),,Epilepsy - Dravet Syndrome; Epilepsy
20211306,Antioxidant function of phytocannabinoids: Molecular basis of their stability and cytoprotective properties under UV-irradiation,https://pubmed.ncbi.nlm.nih.gov/33453360/,Positive,,Laboratory Study,2021,Cannabinol (CBN); Cannabichromene (CBC); Cannabigerol (CBG),,Oxidative Stress
2019163,Preliminary assessment of medical cannabis consumption by cancer survivors,https://pubmed.ncbi.nlm.nih.gov/33197667/,Positive,,Meta-analysis,2019,,Nervous System,Cancer
20211307,Cannabis Use during Pregnancy and Risk of Adverse Birth Outcomes: A Longitudinal Cohort Study,https://pubmed.ncbi.nlm.nih.gov/33040062/,Negative,,Meta-analysis,2021,,Reproductive System,Pregnancy
20211308,"Reasons for cannabidiol use: a cross-sectional study of CBD users, focusing on self-perceived stress, anxiety, and sleep problems",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7893882/,Positive,,Meta-analysis,2021,,Mental/Emotional System; Nervous System,Anxiety; Insomnia and Sleep Disorders
2020389,The use of cannabis for Hyperemesis Gravidarum (HG),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7819334/,Positive,,Meta-analysis,2020,,Digestive System; Reproductive System,Morning sickness; Nausea and Vomiting; Pregnancy
20211309,Associations Between Prenatal Cannabis Exposure and Childhood Outcomes: Results From the ABCD Study,https://pubmed.ncbi.nlm.nih.gov/32965490/,Negative,,Meta-analysis,2021,,Reproductive System,Pregnancy
2019164,Involvement of Spinal Cannabinoid CB 2 Receptors in Exercise-Induced Antinociception,https://pubmed.ncbi.nlm.nih.gov/31473278/,Positive,,Animal Study,2019,,Nervous System,Inflammation; Pain; Pain - Acute; Pain - Chronic
2020390,Cannabinoid Receptors and Their Relationship With Chronic Pain: A Narrative Review,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7557112/,Positive,,Meta-analysis,2020,,Nervous System,Inflammation; Pain; Pain - Chronic; Arthritis - Osteoarthritis; Arthritis
2012108,The CB2 cannabinoid receptor-selective agonist O-3223 reduces pain and inflammation without apparent cannabinoid behavioral effects,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3021987/,Positive,,Animal Study,2012,O-x Synthetic Cannabinoids,Nervous System,Inflammation; Pain - Neuropathy - Peripheral; Pain; Pain - Acute; Pain - Chronic
20211310,Cannabidiol Ameliorates Cognitive Function via Regulation of IL-33 and TREM2 Upregulation in a Murine Model of Alzheimer's Disease,https://pubmed.ncbi.nlm.nih.gov/33612548/,Positive,,Animal Study,2021,,Nervous System,Alzheimer's Disease; Cognitive Dysfunction; Dementia
2018159,Optimization of a preclinical therapy of cannabinoids in combination with temozolomide against glioma,https://pubmed.ncbi.nlm.nih.gov/30125556/,Positive,,Animal Study,2018,Pharma THC:CBD,Nervous System,Cancer - Brain; Cancer
2018160,Targeting Glioma Initiating Cells with A combined therapy of cannabinoids and temozolomide,https://pubmed.ncbi.nlm.nih.gov/30195736/,Positive,,Animal Study,2018,,Nervous System,Cancer - Brain; Cancer
2014095,The combination of cannabidiol and Δ9-tetrahydrocannabinol enhances the anticancer effects of radiation in an orthotopic murine glioma model,https://mct.aacrjournals.org/content/13/12/2955,Positive,,Animal Study,2014,Tetrahydrocannabinol (THC),Nervous System,Cancer - Brain; Cancer
20211311,Assessment of Cannabidiol and Δ9-Tetrahydrocannabiol in Mouse Models of Medulloblastoma and Ependymoma,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7829707/,Positive,,Animal Study,2021,Tetrahydrocannabinol (THC),Nervous System,Cancer - Brain; Cancer
2020391,Phytocannabinoids in Neurological Diseases: Could They Restore a Physiological GABAergic Transmission?,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7038116/,Inconclusive,,Meta-analysis,2020,,,Alzheimer's Disease; Amyotrophic Lateral Sclerosis (ALS); Anxiety; Autism; Epilepsy; Parkinson's Disease
2020392,Cannabis and Canabidinoids on the Inflammatory Bowel Diseases: Going Beyond Misuse,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7215817/,Positive,,Meta-analysis,2020,,Digestive System,IBD - Crohn's Disease; IBD - Inflammatory Bowel Disease
2020393,Cannabidiol (CBD) Inhibited Rhodamine-123 Efflux in Cultured Vascular Endothelial Cells and Astrocytes Under Hypoxic Conditions,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7090129/,Positive,,Laboratory Study,2020,,,Epilepsy; Oxidative Stress
2020394,CBD Effects on TRPV1 Signaling Pathways in Cultured DRG Neurons,https://pubmed.ncbi.nlm.nih.gov/32982390/,Positive,,Laboratory Study,2020,,,Pain; Pain - Acute; Pain - Chronic
2020395,CBD modulates DNA methylation in the prefrontal cortex and hippocampus of mice exposed to forced swim,https://pubmed.ncbi.nlm.nih.gov/32348868/,Positive,,Animal Study,2020,,Mental/Emotional System,Behavioral Disorders; Cognitive Dysfunction; Depression; PTSD
2020396,Cannabidiol (CBD) reduces cocaine-environment memory in mice,https://pubmed.ncbi.nlm.nih.gov/33127382/,Positive,,Animal Study,2020,,Mental/Emotional System; Nervous System,Addiction - Cocaine; Addiction
2020397,Serious adverse effects of cannabidiol (CBD): a review of randomized controlled trials,https://pubmed.ncbi.nlm.nih.gov/32271618/,Inconclusive,,Clinical Meta-analysis,2020,,Mental/Emotional System; Nervous System,Cannabis Adverse Effects
2020398,CBD for the treatment of pain: What is the evidence?,https://pubmed.ncbi.nlm.nih.gov/32636158/,Inconclusive,,Meta-analysis,2020,,,Pain; Pain - Acute; Pain - Chronic
2005033,"Vascular effects of delta 9-tetrahydrocannabinol (THC), anandamide and N-arachidonoyldopamine (NADA) in the rat isolated aorta",https://pubmed.ncbi.nlm.nih.gov/15659311/,Inconclusive,,Animal Study,2005,Anandamide (AEA); N-Arachidonoyl Dopamine (NADA),,Cardiovascular Diseases (CVD); Hypertension (High Blood Pressure)
2020399,Cannabidiol for Pain Treatment: Focus on Pharmacology and Mechanism of Action,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7700528/,Positive,,Meta-analysis,2020,,,Arthritis - Osteoarthritis; Arthritis; Inflammation
2020400,"Cytotoxic Effects of Cannabinoids on Human HT-29 Colorectal Adenocarcinoma Cells: Different Mechanisms of THC, CBD, and CB83",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7432098/,Positive,,Laboratory Study,2020,Synthetic Cannabinoid (unspecified),Digestive System; Nervous System,Cancer - Colon; Cancer
2020401,Effect of aerosolized nicotine on human bronchial epithelial cells is amplified after co-administration with cannabidiol (CBD): a pilot in vitro study,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7271510/,Negative,,Laboratory Study,2020,,Mental/Emotional System; Nervous System,Cannabis Adverse Effects
2020402,The effects of cannabidiol on male reproductive system: A literature review,https://pubmed.ncbi.nlm.nih.gov/31313338/,Negative,,Meta-analysis,2020,,,Erectile Dysfunction; Infertility (Male); Libido
2020403,Prescribed medical cannabis in women with gynecologic malignancies: A single-institution survey-based study,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7653050/,Positive,,Meta-analysis,2020,,Nervous System; Reproductive System,Cancer - Cervical; Cancer - Ovarian; Cancer - Uterine; Cancer
20211312,Patterns of Medical Cannabis Use among Patients Diagnosed with Multiple Sclerosis,https://pubmed.ncbi.nlm.nih.gov/33636612/,Positive,,Meta-analysis,2021,,,Multiple Sclerosis
20211313,Use of cannabinoids for the treatment of patients with post-traumatic stress disorder,https://pubmed.ncbi.nlm.nih.gov/33662194/,Positive,,Meta-analysis,2021,Tetrahydrocannabinol (THC); Pharma THC,Mental/Emotional System,PTSD
2020404,Cannabidiol: A Brief Review of Its Therapeutic and Pharmacologic Efficacy in the Management of Joint Disease,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7176325/,Positive,,Meta-analysis,2020,,Skeletal System,Arthritis - Osteoarthritis; Arthritis; Pain; Pain - Acute; Pain - Chronic
2020405,An Analysis of the Putative CBD Binding Site in the Ionotropic Cannabinoid Receptors,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7755602/,Positive,,Laboratory Study,2020,,,Inflammation; Pain; Pain - Chronic
2020406,PLGA Nanoparticles for the Intraperitoneal Administration of CBD in the Treatment of Ovarian Cancer: In Vitro and In Ovo Assessment,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7285054/,Positive,,Laboratory Study,2020,,Nervous System; Reproductive System,Cancer - Ovarian; Cancer - Uterine; Cancer
2020407,A Balanced Approach for Cannabidiol Use in Chronic Pain,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7204604/,Inconclusive,,Meta-analysis,2020,,Nervous System,Pain; Pain - Chronic
20211314,Cannabidiol (CBD) enhanced the hippocampal immune response and autophagy of APP/PS1 Alzheimer's mice uncovered by RNA-seq,https://pubmed.ncbi.nlm.nih.gov/33096116/,Positive,,Animal Study,2021,,,Alzheimer's Disease
2020408,"Cannabidiol or CBD Oil: Help, Hope, and Hype for Psychiatric and Neurologic Conditions",https://pubmed.ncbi.nlm.nih.gov/32508204/,Positive,,Meta-analysis,2020,Tetrahydrocannabinol (THC),,Epilepsy
2020409,CBD Suppression of EAE Is Correlated with Early Inhibition of Splenic IFN-γ + CD8+ T Cells and Modest Inhibition of Neuroinflammation,https://pubmed.ncbi.nlm.nih.gov/32440886/,Positive,,Animal Study,2020,,Nervous System,Encephalitis and Myelitis; Multiple Sclerosis
2020410,Use of cannabidiol in anxiety and anxiety-related disorders,https://www.japha.org/article/S1544-3191(19)30514-X/fulltext,Positive,,Meta-analysis,2020,,Mental/Emotional System; Nervous System,Anxiety
2020411,COVID-19 and Cannabidiol (CBD),https://pubmed.ncbi.nlm.nih.gov/33323690/,Inconclusive,,Meta-analysis,2020,,Respiratory System,COVID-19
2020412,Therapeutic Potential of Cannabidiol (CBD) for Skin Health and Disorders,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7736837/,Positive,,Meta-analysis,2020,,,Acne; Eczema; Hair Loss; Inflammation; Pruritis; Psoriasis; Seborrhea
2013088,Cannabidiol attenuates catalepsy induced by distinct pharmacological mechanisms via 5-HT1A receptor activation in mice,https://pubmed.ncbi.nlm.nih.gov/23791616/,Positive,,Animal Study,2013,,Nervous System,Chorea; Dystonia; Parkinson's Disease
20211315,Anti-Biofilm Activity of Cannabidiol against Candida albicans,https://www.researchgate.net/publication/349495697_Anti-Biofilm_Activity_of_Cannabidiol_against_Candida_albicans,Positive,,Laboratory Study,2021,,Digestive System; Immune System; Integumentary System,Fungal Infections
20211316,The longitudinal relationship between cannabis use and hypertension,https://pubmed.ncbi.nlm.nih.gov/33644920/,Inconclusive,,Meta-analysis,2021,,Cardiovascular System,Cardiovascular Diseases (CVD); Hypertension (High Blood Pressure)
20211317,The association between cannabis use and outcome in pharmacological treatment for opioid use disorder,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7903683/,Positive,,Meta-analysis,2021,,Mental/Emotional System,Addiction - Opioid; Addiction
20211318,Effect of cannabis on oxaliplatin-induced peripheral neuropathy among oncology patients: a retrospective analysis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7876573/,Positive,,Clinical Trial,2021,,,Pain - Neuropathy - Peripheral; Cancer; Pain; Pain - Cancer
2018161,A Systematic Review and Meta-Analysis of the In Vivo Haemodynamic Effects of Δ9-Tetrahydrocannabinol,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5874709/,Inconclusive,,Meta-analysis,2018,Tetrahydrocannabinol (THC),,Cardiovascular Diseases (CVD); Hypertension (High Blood Pressure)
1976002,Vasoconstrictor actions of delta8- and delta9-tetrahydrocannabinol in the rat,https://pubmed.ncbi.nlm.nih.gov/4606/,Inconclusive,,Animal Study,1976,Delta-8-THC,,
1984006,Cross-tolerance to the hypothermic effect of delta 8-tetrahydrocannabinol 11-hydroxy-delta 8-tetrahydrocannabinol and chlorpromazine in the mouse,https://pubmed.ncbi.nlm.nih.gov/2990949/,Inconclusive,,Animal Study,1984,Delta-8-THC,,
1986005,"Effect of repeated administration of 11-hydroxy-delta 8-tetrahydrocannabinol, an active metabolite of delta 8-tetrahydrocannabinol, on the hepatic microsomal drug-metabolizing enzyme system of mice",https://pubmed.ncbi.nlm.nih.gov/3013200/,Inconclusive,,Animal Study,1986,Delta-8-THC,,
2004026,Very low doses of delta 8-THC increase food consumption and alter neurotransmitter levels following weight loss,https://pubmed.ncbi.nlm.nih.gov/15099912/,Positive,,Animal Study,2004,Delta-8-THC,Endocrine System,Obesity; Diabetes; Metabolic Syndrome
2004027,In vitro/in vivo correlation studies for transdermal delta 8-THC development,https://pubmed.ncbi.nlm.nih.gov/15067692/,Inconclusive,,Laboratory Study,2004,Delta-8-THC,,
2019165,Cannabinoid Use in Patients With Gastroparesis and Related Disorders: Prevalence and Benefit,https://pubmed.ncbi.nlm.nih.gov/30865015/,Positive,,Meta-analysis,2019,Pharma THC,Digestive System,Gastroparesis
